Date,Year,Customer number,Region,Customer type,Division,Product,Division product combo,Distribution channel,Sales revenue,Sales tax amount,Total invoice,Variable COGS
2020-06-27,Prior,14988-5-BU,West,Business,Office supplies,Writing,Office supplies: Writing,Website,210,10.92,220.92,84
2021-11-26,Current,15450-2-IN,East,Individual,Electronics,Cell phones,Electronics: Cell phones,Store,2580,214.14,2794.14,1032
2020-02-10,Prior,13151-5-IN,West,Individual,Office supplies,Office basics,Office supplies: Office basics,Store,870,64.38,934.38,348
2020-12-21,Prior,12679-1-BU,Central,Business,Electronics,TV and video,Electronics: TV and video,Store,3560,160.2,3720.2,1424
2021-08-05,Current,17478-3-IN,North,Individual,Books,Nonfiction - Technology,Books: Nonfiction - Technology,Store,100,6.6,106.6,40
2020-02-10,Prior,16957-5-IN,West,Individual,Office supplies,Office basics,Office supplies: Office basics,Catalog,1710,99.18,1809.18,684
2020-12-11,Prior,12915-5-IN,West,Individual,Electronics,Computers,Electronics: Computers,Store,780,27.3,807.3,312
2020-02-10,Prior,15766-3-BU,North,Business,Electronics,TV and video,Electronics: TV and video,Website,6670,273.47,6943.47,2668
2020-06-29,Prior,16017-1-BU,Central,Business,Office supplies,Writing,Office supplies: Writing,Store,440,19.8,459.8,176
2021-11-26,Current,16993-5-IN,West,Individual,Books,Nonfiction - Leadership,Books: Nonfiction - Leadership,Store,740,71.04,811.04,296
2020-02-09,Prior,15099-1-BU,Central,Business,Office supplies,Office basics,Office supplies: Office basics,Store,1510,117.78,1627.78,604
2021-11-28,Current,19839-2-BU,East,Business,Office supplies,Paper,Office supplies: Paper,Store,540,42.12,582.12,216
2020-06-29,Prior,16777-4-IN,South,Individual,Electronics,Computers,Electronics: Computers,Store,3930,294.75,4224.75,1572
2020-09-01,Prior,17105-5-IN,West,Individual,Electronics,Cell phones,Electronics: Cell phones,Website,2720,165.92,2885.92,1088
2020-06-29,Prior,12466-1-BU,Central,Business,Electronics,Computers,Electronics: Computers,Store,550,33.55,583.55,220
2020-02-10,Prior,10219-1-BU,Central,Business,Books,Nonfiction - Technology,Books: Nonfiction - Technology,Store,100,5.7,105.7,40
2020-02-14,Prior,16942-3-IN,North,Individual,Books,Nonfiction - Leadership,Books: Nonfiction - Leadership,Catalog,290,19.14,309.14,116
2021-12-01,Current,13086-1-IN,Central,Individual,Electronics,TV and video,Electronics: TV and video,Store,3220,283.36,3503.36,1288
2020-03-22,Prior,13888-2-BU,East,Business,Office supplies,Paper,Office supplies: Paper,Store,890,64.08,954.08,356
2021-10-28,Current,18537-5-IN,West,Individual,Books,Nonfiction - Self-help,Books: Nonfiction - Self-help,Store,20,1.46,21.46,8
2020-01-26,Prior,16129-5-IN,West,Individual,Office supplies,Office basics,Office supplies: Office basics,Store,1370,45.21,1415.21,548
2020-04-03,Prior,18419-3-BU,North,Business,Electronics,TV and video,Electronics: TV and video,Website,3530,155.32,3685.32,1412
2021-11-24,Current,16774-2-IN,East,Individual,Electronics,Cell phones,Electronics: Cell phones,Website,3380,239.98,3619.98,1352
2020-02-16,Prior,15329-5-IN,West,Individual,Office supplies,Paper,Office supplies: Paper,Website,490,23.03,513.03,196
2021-09-06,Current,10688-5-IN,West,Individual,Electronics,Computers,Electronics: Computers,Store,3550,81.65,3631.65,1420
2020-08-09,Prior,19623-2-BU,East,Business,Electronics,Computers,Electronics: Computers,Store,200,13.0,213.0,80
2020-03-24,Prior,16161-5-IN,West,Individual,Electronics,TV and video,Electronics: TV and video,Store,5650,192.1,5842.1,2260
2021-06-10,Current,13481-3-IN,North,Individual,Office supplies,Writing,Office supplies: Writing,Store,140,7.14,147.14,56
2021-04-29,Current,13565-3-BU,North,Business,Electronics,TV and video,Electronics: TV and video,Store,5510,231.42,5741.42,2204
2021-07-26,Current,17169-3-BU,North,Business,Books,Nonfiction - Leadership,Books: Nonfiction - Leadership,Store,480,30.24,510.24,192
2021-09-30,Current,16692-4-IN,South,Individual,Electronics,Computers,Electronics: Computers,Store,4190,184.36,4374.36,1676
2020-01-20,Prior,11809-2-IN,East,Individual,Electronics,TV and video,Electronics: TV and video,Store,7750,317.75,8067.75,3100
2021-12-01,Current,11475-5-IN,West,Individual,Office supplies,Writing,Office supplies: Writing,Store,100,5.5,105.5,40
2021-12-16,Current,16764-3-IN,North,Individual,Office supplies,Writing,Office supplies: Writing,Store,410,20.91,430.91,164
2020-03-22,Prior,10881-4-IN,South,Individual,Electronics,Cell phones,Electronics: Cell phones,Catalog,520,24.96,544.96,208
2020-07-13,Prior,17906-2-IN,East,Individual,Office supplies,Writing,Office supplies: Writing,Store,210,10.92,220.92,84
2021-09-30,Current,16759-3-IN,North,Individual,Electronics,TV and video,Electronics: TV and video,Store,7660,467.26,8127.26,3064
2021-06-12,Current,15450-2-IN,East,Individual,Office supplies,Office basics,Office supplies: Office basics,Store,1850,153.55,2003.55,740
2020-04-30,Prior,12749-5-BU,West,Business,Office supplies,Paper,Office supplies: Paper,Store,20,0.52,20.52,8
2021-08-05,Current,15326-3-IN,North,Individual,Electronics,Cell phones,Electronics: Cell phones,Catalog,1700,57.8,1757.8,680
2021-06-12,Current,19738-3-BU,North,Business,Office supplies,Office basics,Office supplies: Office basics,Store,500,28.5,528.5,200
2020-04-12,Prior,12597-5-IN,West,Individual,Electronics,Cell phones,Electronics: Cell phones,Website,3930,141.48,4071.48,1572
2021-08-11,Current,19734-4-IN,South,Individual,Electronics,Computers,Electronics: Computers,Store,4920,359.16,5279.16,1968
2020-09-05,Prior,12708-3-BU,North,Business,Books,Nonfiction - Technology,Books: Nonfiction - Technology,Website,220,15.62,235.62,88
2020-10-26,Prior,19215-4-IN,South,Individual,Electronics,Computers,Electronics: Computers,Store,2010,110.55,2120.55,804
2021-07-10,Current,13363-3-IN,North,Individual,Office supplies,Writing,Office supplies: Writing,Website,450,21.15,471.15,180
2021-09-06,Current,17439-4-IN,South,Individual,Office supplies,Office basics,Office supplies: Office basics,Catalog,690,22.77,712.77,276
2020-11-23,Prior,19396-3-IN,North,Individual,Electronics,TV and video,Electronics: TV and video,Catalog,460,28.98,488.98,184
2021-09-09,Current,12138-1-BU,Central,Business,Electronics,Computers,Electronics: Computers,Store,3200,76.8,3276.8,1280
2020-08-26,Prior,10069-5-IN,West,Individual,Office supplies,Writing,Office supplies: Writing,Store,190,16.53,206.53,76
2020-01-21,Prior,17637-1-BU,Central,Business,Electronics,TV and video,Electronics: TV and video,Store,2980,211.58,3191.58,1192
2020-04-10,Prior,14789-2-IN,East,Individual,Office supplies,Writing,Office supplies: Writing,Catalog,170,6.97,176.97,68
2020-06-29,Prior,16253-1-BU,Central,Business,Electronics,Cell phones,Electronics: Cell phones,Store,2590,168.35,2758.35,1036
2021-09-02,Current,11590-5-IN,West,Individual,Electronics,Cell phones,Electronics: Cell phones,Website,3150,135.45,3285.45,1260
2021-09-26,Current,13439-3-IN,North,Individual,Books,Nonfiction - Leadership,Books: Nonfiction - Leadership,Store,310,20.46,330.46,124
2020-11-10,Prior,13727-3-IN,North,Individual,Office supplies,Writing,Office supplies: Writing,Store,350,20.3,370.3,140
2021-11-04,Current,18752-1-IN,Central,Individual,Office supplies,Paper,Office supplies: Paper,Store,290,16.24,306.24,116
2020-12-21,Prior,18137-1-BU,Central,Business,Office supplies,Writing,Office supplies: Writing,Store,50,1.65,51.65,20
2020-12-11,Prior,17442-3-BU,North,Business,Electronics,Cell phones,Electronics: Cell phones,Store,750,41.25,791.25,300
2020-11-15,Prior,15935-1-BU,Central,Business,Office supplies,Office basics,Office supplies: Office basics,Store,90,2.34,92.34,36
2020-01-23,Prior,13594-1-IN,Central,Individual,Office supplies,Office basics,Office supplies: Office basics,Store,1360,72.08,1432.08,544
2020-01-26,Prior,15859-4-BU,South,Business,Office supplies,Writing,Office supplies: Writing,Store,10,0.77,10.77,4
2021-07-26,Current,11633-3-BU,North,Business,Office supplies,Writing,Office supplies: Writing,Store,100,3.2,103.2,40
2021-06-12,Current,10071-3-IN,North,Individual,Electronics,Computers,Electronics: Computers,Store,3830,218.31,4048.31,1532
2021-11-01,Current,18482-3-BU,North,Business,Books,Nonfiction - History,Books: Nonfiction - History,Catalog,460,21.16,481.16,184
2020-11-08,Prior,18837-5-BU,West,Business,Office supplies,Writing,Office supplies: Writing,Store,420,26.04,446.04,168
2020-09-20,Prior,19082-2-IN,East,Individual,Office supplies,Office basics,Office supplies: Office basics,Store,250,13.75,263.75,100
2020-08-15,Prior,12109-2-IN,East,Individual,Books,Nonfiction - Leadership,Books: Nonfiction - Leadership,Store,170,5.78,175.78,68
2020-10-26,Prior,15346-4-IN,South,Individual,Office supplies,Calendars,Office supplies: Calendars,Website,210,9.03,219.03,84
2021-07-23,Current,16736-5-BU,West,Business,Electronics,TV and video,Electronics: TV and video,Store,7550,694.6,8244.6,3020
2020-09-01,Prior,12196-1-IN,Central,Individual,Electronics,Computers,Electronics: Computers,Catalog,1710,162.45,1872.45,684
2021-12-14,Current,14933-4-IN,South,Individual,Electronics,TV and video,Electronics: TV and video,Store,3380,212.94,3592.94,1352
2021-11-24,Current,17774-5-IN,West,Individual,Books,Nonfiction - Leadership,Books: Nonfiction - Leadership,Store,780,41.34,821.34,312
2021-12-14,Current,15489-3-BU,North,Business,Office supplies,Office basics,Office supplies: Office basics,Store,1060,72.08,1132.08,424
2021-12-31,Current,19096-4-IN,South,Individual,Electronics,TV and video,Electronics: TV and video,Store,5420,276.42,5696.42,2168
2020-01-07,Prior,12527-3-BU,North,Business,Books,Nonfiction - Leadership,Books: Nonfiction - Leadership,Catalog,550,29.15,579.15,220
2020-06-29,Prior,18502-5-IN,West,Individual,Books,Nonfiction - Technology,Books: Nonfiction - Technology,Website,220,21.12,241.12,88
2020-02-04,Prior,19133-2-IN,East,Individual,Office supplies,Office basics,Office supplies: Office basics,Store,380,20.52,400.52,152
2020-05-17,Prior,10701-3-IN,North,Individual,Office supplies,Writing,Office supplies: Writing,Store,380,29.26,409.26,152
2021-04-29,Current,12114-4-IN,South,Individual,Electronics,Computers,Electronics: Computers,Store,2120,112.36,2232.36,848
2021-06-06,Current,14588-3-IN,North,Individual,Office supplies,Writing,Office supplies: Writing,Store,220,17.82,237.82,88
2020-03-13,Prior,17058-3-IN,North,Individual,Electronics,Cell phones,Electronics: Cell phones,Catalog,2940,129.36,3069.36,1176
2020-12-21,Prior,10359-4-BU,South,Business,Electronics,TV and video,Electronics: TV and video,Store,9440,349.28,9789.28,3776
2021-05-29,Current,17835-4-IN,South,Individual,Electronics,Cell phones,Electronics: Cell phones,Store,3440,182.32,3622.32,1376
2020-11-15,Prior,17704-1-IN,Central,Individual,Electronics,TV and video,Electronics: TV and video,Catalog,8490,577.32,9067.32,3396
2020-10-31,Prior,12862-4-IN,South,Individual,Office supplies,Paper,Office supplies: Paper,Store,950,45.6,995.6,380
2020-01-26,Prior,11878-3-BU,North,Business,Office supplies,Office basics,Office supplies: Office basics,Store,1260,70.56,1330.56,504
2020-12-11,Prior,19620-1-IN,Central,Individual,Books,Nonfiction - Technology,Books: Nonfiction - Technology,Website,200,10.2,210.2,80
2020-12-11,Prior,11596-2-IN,East,Individual,Office supplies,Paper,Office supplies: Paper,Catalog,380,24.32,404.32,152
2021-10-10,Current,10399-1-BU,Central,Business,Electronics,Computers,Electronics: Computers,Store,4520,189.84,4709.84,1808
2020-11-08,Prior,18927-4-IN,South,Individual,Electronics,Computers,Electronics: Computers,Website,520,27.04,547.04,208
2020-12-01,Prior,16789-2-BU,East,Business,Office supplies,Office basics,Office supplies: Office basics,Catalog,290,23.78,313.78,116
2021-08-04,Current,11809-2-IN,East,Individual,Electronics,Computers,Electronics: Computers,Website,4130,169.33,4299.33,1652
2021-10-11,Current,18587-5-IN,West,Individual,Electronics,TV and video,Electronics: TV and video,Store,2460,177.12,2637.12,984
2020-10-25,Prior,14831-4-BU,South,Business,Electronics,Cell phones,Electronics: Cell phones,Store,1520,95.76,1615.76,608
2020-02-22,Prior,17601-4-IN,South,Individual,Office supplies,Paper,Office supplies: Paper,Website,50,3.3,53.3,20
2021-02-10,Current,14797-2-IN,East,Individual,Electronics,TV and video,Electronics: TV and video,Store,4220,143.48,4363.48,1688
2021-09-02,Current,18687-3-BU,North,Business,Office supplies,Office basics,Office supplies: Office basics,Store,1170,76.05,1246.05,468
2021-06-06,Current,18419-3-BU,North,Business,Electronics,Computers,Electronics: Computers,Store,3660,161.04,3821.04,1464
2020-06-16,Prior,18752-1-IN,Central,Individual,Office supplies,Office basics,Office supplies: Office basics,Store,850,47.6,897.6,340
2021-02-08,Current,10591-4-IN,South,Individual,Electronics,Computers,Electronics: Computers,Website,600,45.0,645.0,240
2021-09-01,Current,10011-5-BU,West,Business,Electronics,Cell phones,Electronics: Cell phones,Website,2900,104.4,3004.4,1160
2021-10-29,Current,13816-4-BU,South,Business,Electronics,Computers,Electronics: Computers,Store,1510,111.74,1621.74,604
2020-10-03,Prior,12277-5-IN,West,Individual,Office supplies,Office basics,Office supplies: Office basics,Website,210,13.44,223.44,84
2020-04-30,Prior,16755-5-BU,West,Business,Electronics,Camera and photo,Electronics: Camera and photo,Catalog,2800,64.4,2864.4,1120
2020-03-14,Prior,17393-4-IN,South,Individual,Electronics,Computers,Electronics: Computers,Store,730,23.36,753.36,292
2021-08-18,Current,12238-1-IN,Central,Individual,Office supplies,Writing,Office supplies: Writing,Website,460,26.68,486.68,184
2020-02-11,Prior,10052-5-IN,West,Individual,Electronics,Computers,Electronics: Computers,Store,3890,295.64,4185.64,1556
2021-08-16,Current,12956-3-IN,North,Individual,Books,Nonfiction - Leadership,Books: Nonfiction - Leadership,Store,190,10.07,200.07,76
2020-09-20,Prior,14674-1-IN,Central,Individual,Office supplies,Office basics,Office supplies: Office basics,Website,460,43.7,503.7,184
2020-10-29,Prior,19054-2-IN,East,Individual,Electronics,TV and video,Electronics: TV and video,Store,4770,162.18,4932.18,1908
2021-12-29,Current,12964-3-IN,North,Individual,Books,Nonfiction - Self-help,Books: Nonfiction - Self-help,Catalog,130,9.88,139.88,52
2020-11-08,Prior,10920-5-IN,West,Individual,Office supplies,Office basics,Office supplies: Office basics,Catalog,1440,82.08,1522.08,576
2021-11-01,Current,19948-2-BU,East,Business,Office supplies,Paper,Office supplies: Paper,Store,20,1.62,21.62,8
2021-05-24,Current,12570-1-IN,Central,Individual,Office supplies,Paper,Office supplies: Paper,Website,250,8.0,258.0,100
2021-10-29,Current,18495-2-IN,East,Individual,Office supplies,Office basics,Office supplies: Office basics,Store,1660,87.98,1747.98,664
2020-06-06,Prior,13913-1-BU,Central,Business,Office supplies,Writing,Office supplies: Writing,Catalog,150,4.8,154.8,60
2020-12-16,Prior,13533-2-BU,East,Business,Office supplies,Calendars,Office supplies: Calendars,Store,130,9.49,139.49,52
2020-06-27,Prior,13618-2-IN,East,Individual,Electronics,Computers,Electronics: Computers,Catalog,3890,295.64,4185.64,1556
2020-04-12,Prior,16982-3-IN,North,Individual,Electronics,TV and video,Electronics: TV and video,Store,5880,182.28,6062.28,2352
2021-04-29,Current,11285-3-IN,North,Individual,Books,Nonfiction - Self-help,Books: Nonfiction - Self-help,Store,40,1.88,41.88,16
2020-12-01,Prior,11316-4-IN,South,Individual,Books,Nonfiction - Leadership,Books: Nonfiction - Leadership,Website,240,12.96,252.96,96
2020-08-09,Prior,12779-1-IN,Central,Individual,Books,Nonfiction - Leadership,Books: Nonfiction - Leadership,Website,730,49.64,779.64,292
2020-08-15,Prior,14208-3-IN,North,Individual,Office supplies,Paper,Office supplies: Paper,Catalog,100,6.7,106.7,40
2020-05-23,Prior,12423-3-IN,North,Individual,Electronics,Camera and photo,Electronics: Camera and photo,Store,370,15.17,385.17,148
2020-03-13,Prior,11564-5-IN,West,Individual,Office supplies,Office basics,Office supplies: Office basics,Store,1250,57.5,1307.5,500
2021-05-01,Current,14902-5-BU,West,Business,Books,Nonfiction - Leadership,Books: Nonfiction - Leadership,Catalog,630,36.54,666.54,252
2020-10-08,Prior,15182-2-IN,East,Individual,Electronics,Computers,Electronics: Computers,Website,1350,49.95,1399.95,540
2021-11-28,Current,13003-2-IN,East,Individual,Office supplies,Writing,Office supplies: Writing,Store,360,26.28,386.28,144
2021-09-15,Current,17318-3-IN,North,Individual,Office supplies,Writing,Office supplies: Writing,Store,460,16.56,476.56,184
2021-01-13,Current,13188-1-BU,Central,Business,Electronics,Computers,Electronics: Computers,Catalog,910,31.85,941.85,364
2020-12-16,Prior,19386-3-IN,North,Individual,Office supplies,Office basics,Office supplies: Office basics,Website,1450,75.4,1525.4,580
2020-09-17,Prior,14100-3-BU,North,Business,Electronics,TV and video,Electronics: TV and video,Website,570,33.06,603.06,228
2020-11-08,Prior,18008-2-BU,East,Business,Electronics,TV and video,Electronics: TV and video,Catalog,4980,313.74,5293.74,1992
2020-06-16,Prior,17271-4-IN,South,Individual,Books,Nonfiction - Leadership,Books: Nonfiction - Leadership,Website,120,4.56,124.56,48
2020-01-23,Prior,13193-5-IN,West,Individual,Office supplies,Office basics,Office supplies: Office basics,Store,1310,56.33,1366.33,524
2020-08-14,Prior,13659-3-BU,North,Business,Books,Nonfiction - Leadership,Books: Nonfiction - Leadership,Website,640,30.08,670.08,256
2021-11-01,Current,12956-3-IN,North,Individual,Office supplies,Office basics,Office supplies: Office basics,Catalog,610,32.33,642.33,244
2020-12-11,Prior,17550-4-IN,South,Individual,Books,Nonfiction - Leadership,Books: Nonfiction - Leadership,Store,530,51.41,581.41,212
2021-11-04,Current,19481-1-IN,Central,Individual,Office supplies,Office basics,Office supplies: Office basics,Store,690,46.23,736.23,276
2020-12-11,Prior,16635-5-BU,West,Business,Electronics,Computers,Electronics: Computers,Store,3300,204.6,3504.6,1320
2021-11-26,Current,19756-1-BU,Central,Business,Electronics,Computers,Electronics: Computers,Store,450,15.3,465.3,180
2020-03-11,Prior,17812-1-IN,Central,Individual,Electronics,TV and video,Electronics: TV and video,Website,7730,440.61,8170.61,3092
2020-06-13,Prior,14955-5-IN,West,Individual,Office supplies,Office basics,Office supplies: Office basics,Store,1680,109.2,1789.2,672
2020-01-30,Prior,18898-2-IN,East,Individual,Electronics,Cell phones,Electronics: Cell phones,Store,1020,35.7,1055.7,408
2020-07-18,Prior,18954-3-BU,North,Business,Electronics,Computers,Electronics: Computers,Store,1830,69.54,1899.54,732
2021-11-26,Current,16942-3-IN,North,Individual,Office supplies,Office basics,Office supplies: Office basics,Store,1970,130.02,2100.02,788
2020-12-16,Prior,10869-5-IN,West,Individual,Office supplies,Writing,Office supplies: Writing,Store,450,23.4,473.4,180
2021-08-04,Current,12325-2-IN,East,Individual,Electronics,Computers,Electronics: Computers,Store,4090,269.94,4359.94,1636
2021-06-06,Current,18021-4-BU,South,Business,Office supplies,Paper,Office supplies: Paper,Website,180,11.16,191.16,72
2020-01-21,Prior,18149-2-BU,East,Business,Office supplies,Writing,Office supplies: Writing,Website,140,10.64,150.64,56
2021-12-01,Current,11153-2-BU,East,Business,Office supplies,Office basics,Office supplies: Office basics,Store,830,43.16,873.16,332
2021-07-30,Current,19011-2-BU,East,Business,Office supplies,Paper,Office supplies: Paper,Website,460,23.46,483.46,184
2021-06-09,Current,16412-5-BU,West,Business,Office supplies,Paper,Office supplies: Paper,Store,990,76.23,1066.23,396
2020-07-18,Prior,13677-2-IN,East,Individual,Books,Nonfiction - Leadership,Books: Nonfiction - Leadership,Store,520,36.92,556.92,208
2020-12-06,Prior,12308-4-IN,South,Individual,Electronics,Camera and photo,Electronics: Camera and photo,Website,520,40.56,560.56,208
2021-11-28,Current,15968-1-BU,Central,Business,Books,Nonfiction - Leadership,Books: Nonfiction - Leadership,Store,640,35.2,675.2,256
2020-02-09,Prior,10350-1-IN,Central,Individual,Books,Nonfiction - Technology,Books: Nonfiction - Technology,Store,250,5.25,255.25,100
2021-12-05,Current,18583-2-BU,East,Business,Electronics,Cell phones,Electronics: Cell phones,Catalog,3590,229.76,3819.76,1436
2021-05-29,Current,11363-2-IN,East,Individual,Office supplies,Paper,Office supplies: Paper,Website,960,92.16,1052.16,384
2021-11-28,Current,19304-2-IN,East,Individual,Office supplies,Office basics,Office supplies: Office basics,Catalog,610,47.58,657.58,244
2021-09-09,Current,12877-3-IN,North,Individual,Electronics,Cell phones,Electronics: Cell phones,Store,2390,136.23,2526.23,956
2021-10-29,Current,14129-3-IN,North,Individual,Office supplies,Office basics,Office supplies: Office basics,Website,1470,67.62,1537.62,588
2020-03-10,Prior,18212-5-IN,West,Individual,Books,Nonfiction - Leadership,Books: Nonfiction - Leadership,Catalog,440,31.68,471.68,176
2020-08-09,Prior,13748-1-BU,Central,Business,Office supplies,Office basics,Office supplies: Office basics,Website,290,14.79,304.79,116
2021-07-10,Current,11052-1-IN,Central,Individual,Office supplies,Office basics,Office supplies: Office basics,Store,340,33.32,373.32,136
2021-10-10,Current,18721-1-IN,Central,Individual,Office supplies,Paper,Office supplies: Paper,Store,580,41.76,621.76,232
2021-10-20,Current,16827-2-IN,East,Individual,Electronics,TV and video,Electronics: TV and video,Catalog,5960,429.12,6389.12,2384
2020-04-28,Prior,10979-2-IN,East,Individual,Books,Nonfiction - Leadership,Books: Nonfiction - Leadership,Catalog,460,24.84,484.84,184
2020-03-11,Prior,15034-4-BU,South,Business,Office supplies,Paper,Office supplies: Paper,Website,470,29.61,499.61,188
2020-04-10,Prior,16426-3-IN,North,Individual,Books,Nonfiction - Leadership,Books: Nonfiction - Leadership,Store,280,13.44,293.44,112
2021-12-14,Current,19213-3-BU,North,Business,Office supplies,Office basics,Office supplies: Office basics,Catalog,390,22.23,412.23,156
2020-08-26,Prior,17983-3-IN,North,Individual,Office supplies,Paper,Office supplies: Paper,Website,730,18.98,748.98,292
2021-05-29,Current,15394-4-IN,South,Individual,Office supplies,Paper,Office supplies: Paper,Store,250,16.75,266.75,100
2020-05-26,Prior,17556-3-BU,North,Business,Books,Nonfiction - Self-help,Books: Nonfiction - Self-help,Store,130,12.09,142.09,52
2020-09-17,Prior,16029-1-BU,Central,Business,Books,Nonfiction - Leadership,Books: Nonfiction - Leadership,Website,190,14.25,204.25,76
2020-11-15,Prior,10485-1-IN,Central,Individual,Office supplies,Office basics,Office supplies: Office basics,Store,690,44.16,734.16,276
2020-07-20,Prior,14764-2-IN,East,Individual,Electronics,Camera and photo,Electronics: Camera and photo,Store,1730,95.15,1825.15,692
2020-01-21,Prior,13554-4-IN,South,Individual,Office supplies,Writing,Office supplies: Writing,Store,270,22.95,292.95,108
2020-05-17,Prior,13419-4-IN,South,Individual,Office supplies,Office basics,Office supplies: Office basics,Catalog,1740,36.54,1776.54,696
2021-07-13,Current,12055-2-BU,East,Business,Books,Nonfiction - Leadership,Books: Nonfiction - Leadership,Website,440,29.92,469.92,176
2021-11-24,Current,17933-1-IN,Central,Individual,Office supplies,Paper,Office supplies: Paper,Store,890,40.94,930.94,356
2021-12-01,Current,19970-2-BU,East,Business,Office supplies,Writing,Office supplies: Writing,Store,20,1.9,21.9,8
2021-07-30,Current,10230-3-BU,North,Business,Electronics,Camera and photo,Electronics: Camera and photo,Catalog,2550,91.8,2641.8,1020
2021-04-08,Current,19939-5-IN,West,Individual,Office supplies,Writing,Office supplies: Writing,Store,180,13.32,193.32,72
2020-02-10,Prior,14027-2-BU,East,Business,Office supplies,Office basics,Office supplies: Office basics,Store,300,6.9,306.9,120
2020-11-15,Prior,16181-3-BU,North,Business,Office supplies,Writing,Office supplies: Writing,Catalog,310,20.77,330.77,124
2020-03-22,Prior,10782-2-IN,East,Individual,Books,Nonfiction - Self-help,Books: Nonfiction - Self-help,Catalog,150,12.45,162.45,60
2021-12-31,Current,18102-2-IN,East,Individual,Electronics,Cell phones,Electronics: Cell phones,Store,1650,70.95,1720.95,660
2021-08-05,Current,13618-2-IN,East,Individual,Office supplies,Writing,Office supplies: Writing,Store,500,38.0,538.0,200
2020-07-18,Prior,16448-5-IN,West,Individual,Office supplies,Writing,Office supplies: Writing,Store,40,0.96,40.96,16
2020-02-11,Prior,16883-1-IN,Central,Individual,Books,Nonfiction - Technology,Books: Nonfiction - Technology,Store,100,6.1,106.1,40
2021-12-29,Current,14027-2-BU,East,Business,Electronics,Cell phones,Electronics: Cell phones,Website,1210,27.83,1237.83,484
2020-03-14,Prior,11636-1-IN,Central,Individual,Books,Nonfiction - Technology,Books: Nonfiction - Technology,Store,220,12.76,232.76,88
2020-01-29,Prior,19790-1-BU,Central,Business,Electronics,Cell phones,Electronics: Cell phones,Website,2510,158.13,2668.13,1004
2021-08-18,Current,16463-2-BU,East,Business,Electronics,Computers,Electronics: Computers,Website,1740,116.58,1856.58,696
2020-04-30,Prior,19711-3-IN,North,Individual,Books,Nonfiction - Self-help,Books: Nonfiction - Self-help,Catalog,20,1.22,21.22,8
2020-01-07,Prior,14875-3-BU,North,Business,Office supplies,Paper,Office supplies: Paper,Store,880,58.96,938.96,352
2020-01-19,Prior,19924-5-IN,West,Individual,Books,Nonfiction - Technology,Books: Nonfiction - Technology,Store,120,7.44,127.44,48
2021-05-19,Current,17774-5-IN,West,Individual,Office supplies,Office basics,Office supplies: Office basics,Store,1290,68.37,1358.37,516
2021-03-09,Current,15052-3-IN,North,Individual,Electronics,Cell phones,Electronics: Cell phones,Store,2610,138.33,2748.33,1044
2020-11-10,Prior,11755-5-BU,West,Business,Office supplies,Writing,Office supplies: Writing,Catalog,380,13.68,393.68,152
2021-05-29,Current,14517-3-BU,North,Business,Office supplies,Office basics,Office supplies: Office basics,Website,1700,110.5,1810.5,680
2020-10-25,Prior,11064-5-IN,West,Individual,Electronics,TV and video,Electronics: TV and video,Store,9780,665.04,10445.04,3912
2020-04-12,Prior,12317-1-BU,Central,Business,Office supplies,Office basics,Office supplies: Office basics,Store,160,10.88,170.88,64
2021-02-08,Current,19726-3-BU,North,Business,Electronics,Computers,Electronics: Computers,Store,1950,130.65,2080.65,780
2020-10-31,Prior,17346-3-IN,North,Individual,Office supplies,Office basics,Office supplies: Office basics,Store,1540,72.38,1612.38,616
2020-07-06,Prior,11181-4-IN,South,Individual,Electronics,Computers,Electronics: Computers,Store,4420,282.88,4702.88,1768
2020-12-01,Prior,13351-3-IN,North,Individual,Electronics,Computers,Electronics: Computers,Store,3640,171.08,3811.08,1456
2021-04-29,Current,15342-5-IN,West,Individual,Office supplies,Office basics,Office supplies: Office basics,Website,1340,71.02,1411.02,536
2021-06-05,Current,19436-4-IN,South,Individual,Electronics,Computers,Electronics: Computers,Store,1740,130.5,1870.5,696
2021-11-28,Current,12566-5-IN,West,Individual,Office supplies,Calendars,Office supplies: Calendars,Website,100,7.7,107.7,40
2020-03-11,Prior,14685-1-IN,Central,Individual,Books,Nonfiction - Leadership,Books: Nonfiction - Leadership,Store,100,6.6,106.6,40
2021-02-08,Current,18133-2-BU,East,Business,Office supplies,Writing,Office supplies: Writing,Website,80,4.56,84.56,32
2020-11-23,Prior,18691-3-IN,North,Individual,Office supplies,Paper,Office supplies: Paper,Catalog,490,23.03,513.03,196
2020-02-14,Prior,13048-2-IN,East,Individual,Office supplies,Paper,Office supplies: Paper,Store,590,33.04,623.04,236
2020-09-13,Prior,19810-4-IN,South,Individual,Electronics,TV and video,Electronics: TV and video,Store,6250,281.25,6531.25,2500
2021-08-04,Current,18558-5-BU,West,Business,Office supplies,Paper,Office supplies: Paper,Store,400,18.0,418.0,160
2021-12-18,Current,18021-4-BU,South,Business,Office supplies,Writing,Office supplies: Writing,Catalog,190,11.78,201.78,76
2020-07-06,Prior,19442-4-IN,South,Individual,Electronics,TV and video,Electronics: TV and video,Store,5630,315.28,5945.28,2252
2021-11-04,Current,12456-5-IN,West,Individual,Books,Nonfiction - Leadership,Books: Nonfiction - Leadership,Store,70,5.46,75.46,28
